RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID,site.code,array.code,combo,counter,first_or_last
2015-6044,2019-03-14T04:27:14Z,BDAB,SJ_Hills_RT_1_US,257.64,257.64,2019UP,NA,37.34,-120.97,5.6,84,179168,A4,A4,BDABA4,1,TRUE
2017-6005,2019-03-25T23:22:54Z,BDAB,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.6,84,851081,A5,A5,BDABA5,1,TRUE
2017-6030,2019-03-29T23:37:56Z,BDAB,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.6,84,1093108,A6,A6,BDABA6,1,TRUE
sm18-7023,2019-03-30T18:38:45Z,BDAB,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.6,84,1128611,A11,A11,BDABA11,1,TRUE
2017-6007,2019-03-30T19:00:16Z,BDAB,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.6,84,1129306,A12,A12,BDABA12,1,TRUE
2017-6028,2019-03-30T22:10:54Z,BDAB,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.6,84,1132937,A13,A13,BDABA13,1,TRUE
2017-6039,2019-03-31T00:47:05Z,BDAB,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.6,84,1136820,A14,A14,BDABA14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDAC,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,77,NA,REL,REL,BDACREL,1,FALSE
156014,2019-02-28T18:21:37Z,BDAC,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.4,77,3547,A1,A1,BDACA1,1,TRUE
2017-6013,2019-03-01T09:15:42Z,BDAC,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.4,77,25946,A3,A3,BDACA3,1,TRUE
2017-6015,2019-03-04T05:31:21Z,BDAC,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.4,77,58540,A4,A4,BDACA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDAD,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,81,NA,REL,REL,BDADREL,1,FALSE
156014,2019-03-01T04:26:01Z,BDAD,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,81,20354,A1,A1,BDADA1,1,TRUE
2017-6013,2019-03-01T12:46:48Z,BDAD,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.1,81,29336,A3,A3,BDADA3,1,TRUE
2017-6015,2019-03-02T08:12:45Z,BDAD,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.1,81,39038,A4,A4,BDADA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDAE,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.6,83,NA,REL,REL,BDAEREL,1,FALSE
156014,2019-02-28T18:08:59Z,BDAE,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.6,83,11,A1,A1,BDAEA1,1,TRUE
2017-6013,2019-03-16T03:58:24Z,BDAE,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.6,83,255509,A3,A3,BDAEA3,1,TRUE
2015-6044,2019-03-16T04:39:34Z,BDAE,SJ_Hills_RT_1_US,257.64,257.64,2019UP,NA,37.34,-120.97,5.6,83,257273,A4,A4,BDAEA4,1,TRUE
2017-6005,2019-03-25T11:57:30Z,BDAE,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.6,83,821999,A5,A5,BDAEA5,1,TRUE
156008,2019-03-26T09:26:16Z,BDAE,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.6,83,873623,A6,A6,BDAEA6,1,TRUE
2017-6024,2019-03-26T23:49:16Z,BDAE,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.6,83,912672,A10,A10,BDAEA10,1,TRUE
am18-6006,2019-03-27T00:42:50Z,BDAE,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.6,83,914776,A11,A11,BDAEA11,1,TRUE
2017-6007,2019-03-27T01:05:33Z,BDAE,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.6,83,915476,A12,A12,BDAEA12,1,TRUE
2017-6028,2019-03-27T04:05:02Z,BDAE,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.6,83,921762,A13,A13,BDAEA13,1,TRUE
2017-6039,2019-03-27T06:16:46Z,BDAE,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.6,83,927895,A14,A14,BDAEA14,1,TRUE
2015-6034,2019-03-30T05:05:25Z,BDAE,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.6,83,1102121,A15a,A15,BDAEA15a,1,TRUE
2017-6033,2019-03-30T05:26:56Z,BDAE,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,83,1102899,A15b,A15,BDAEA15b,1,TRUE
2017-6029,2019-04-01T18:57:39Z,BDAE,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.6,83,1245523,A16a,A16,BDAEA16a,1,TRUE
2017-6052,2019-04-01T19:19:06Z,BDAE,SJ_JP_6_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.6,83,1246727,A16b,A16,BDAEA16b,1,TRUE
2017-6029,2019-04-02T02:00:01Z,BDAE,SJ_JP_3_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.6,83,1264574,A16a,A16,BDAEA16a,1,TRUE
2018-6012,2019-04-02T07:33:35Z,BDAE,SJ_JP_5_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.6,83,1278106,A16b,A16,BDAEA16b,1,TRUE
2017-6055,2019-04-02T15:26:13Z,BDAE,SJ_JP_2_J,93.74,93.74,2019UP,NA,38.05,-121.68,5.6,83,1299296,A16a,A16,BDAEA16a,1,TRUE
2017-6056,2019-04-02T16:03:16Z,BDAE,SJ_JP_7_J,93.04,93.04,2019UP,NA,38.05,-121.69,5.6,83,1300812,A16b,A16,BDAEA16b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDB4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.86,84,NA,REL,REL,BDB4REL,1,FALSE
156014,2019-02-28T18:49:48Z,BDB4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.86,84,7496,A1,A1,BDB4A1,1,TRUE
2017-6013,2019-03-01T15:23:45Z,BDB4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.86,84,32534,A3,A3,BDB4A3,1,TRUE
2017-6015,2019-03-01T19:13:35Z,BDB4,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.86,84,34990,A4,A4,BDB4A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDB5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.96,85,NA,REL,REL,BDB5REL,1,FALSE
156014,2019-02-28T18:16:31Z,BDB5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.96,85,1319,A1,A1,BDB5A1,1,TRUE
2017-6013,2019-03-02T00:37:33Z,BDB5,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.96,85,36765,A3,A3,BDB5A3,1,TRUE
2017-6015,2019-03-02T02:16:26Z,BDB5,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.96,85,36984,A4,A4,BDB5A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDB6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.2,79,NA,REL,REL,BDB6REL,1,FALSE
2017-6031,2019-02-28T18:24:23Z,BDB6,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.2,79,4569,A1,A1,BDB6A1,1,TRUE
2018-6013,2019-03-01T09:21:49Z,BDB6,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.2,79,26048,A3,A3,BDB6A3,1,TRUE
2017-6015,2019-03-01T11:39:41Z,BDB6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.2,79,28443,A4,A4,BDB6A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDBA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.93,80,NA,REL,REL,BDBAREL,1,FALSE
156014,2019-02-28T18:32:00Z,BDBA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.93,80,6105,A1,A1,BDBAA1,1,TRUE
2018-6013,2019-03-04T13:03:26Z,BDBA,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.93,80,61475,A3,A3,BDBAA3,1,TRUE
2017-6015,2019-03-04T14:41:34Z,BDBA,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.93,80,62095,A4,A4,BDBAA4,1,TRUE
2017-6005,2019-03-13T04:44:51Z,BDBA,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.93,80,137644,A5,A5,BDBAA5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDD2,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.04,80,NA,REL,REL,BDD2REL,1,FALSE
156014,2019-02-28T18:25:01Z,BDD2,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.04,80,4779,A1,A1,BDD2A1,1,TRUE
2017-6013,2019-03-01T00:56:52Z,BDD2,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.04,80,15774,A3,A3,BDD2A3,1,TRUE
2017-6015,2019-03-01T05:35:07Z,BDD2,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.04,80,21948,A4,A4,BDD2A4,1,TRUE
2017-6005,2019-03-05T03:38:23Z,BDD2,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.04,80,64707,A5,A5,BDD2A5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDDA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.76,76,NA,REL,REL,BDDAREL,1,FALSE
156014,2019-02-28T19:47:54Z,BDDA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.76,76,9489,A1,A1,BDDAA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BDEA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,81,NA,REL,REL,BDEAREL,1,FALSE
156014,2019-02-28T18:16:27Z,BDEA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,81,1295,A1,A1,BDEAA1,1,TRUE
2017-6013,2019-03-01T11:29:09Z,BDEA,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5,81,28336,A3,A3,BDEAA3,1,TRUE
2017-6015,2019-03-01T14:05:01Z,BDEA,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5,81,30800,A4,A4,BDEAA4,1,TRUE
2017-6005,2019-03-22T06:47:54Z,BDEA,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5,81,634552,A5,A5,BDEAA5,1,TRUE
156008,2019-03-26T18:31:38Z,BDEA,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5,81,904240,A6,A6,BDEAA6,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE2A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.04,80,NA,REL,REL,BE2AREL,1,FALSE
156014,2019-02-28T18:14:47Z,BE2A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.04,80,717,A1,A1,BE2AA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE4A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.76,77,NA,REL,REL,BE4AREL,1,FALSE
156014,2019-03-02T07:14:08Z,BE4A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.76,77,38258,A1,A1,BE4AA1,1,TRUE
2018-6013,2019-03-02T21:53:26Z,BE4A,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.76,77,48845,A3,A3,BE4AA3,1,TRUE
2017-6015,2019-03-13T17:09:16Z,BE4A,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.76,77,156584,A4,A4,BE4AA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE52,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,77,NA,REL,REL,BE52REL,1,FALSE
156014,2019-02-28T18:18:39Z,BE52,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.4,77,2089,A1,A1,BE52A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE55,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.48,82,NA,REL,REL,BE55REL,1,FALSE
156014,2019-02-28T18:18:01Z,BE55,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.48,82,1836,A1,A1,BE55A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE56,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.46,75,NA,REL,REL,BE56REL,1,FALSE
156014,2019-02-28T18:20:56Z,BE56,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.46,75,3240,A1,A1,BE56A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE5A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,80,NA,REL,REL,BE5AREL,1,FALSE
156014,2019-03-02T06:55:57Z,BE5A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,80,37863,A1,A1,BE5AA1,1,TRUE
2017-6013,2019-03-02T13:25:03Z,BE5A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.1,80,43293,A3,A3,BE5AA3,1,TRUE
20187021,2019-03-16T11:00:33Z,BE5A,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.1,80,268489,A4,A4,BE5AA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE6A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,82,NA,REL,REL,BE6AREL,1,FALSE
156014,2019-02-28T18:11:38Z,BE6A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,82,125,A1,A1,BE6AA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BE9A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.93,84,NA,REL,REL,BE9AREL,1,FALSE
156014,2019-02-28T23:42:26Z,BE9A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.93,84,14362,A1,A1,BE9AA1,1,TRUE
2018-6013,2019-03-01T16:41:59Z,BE9A,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.93,84,33863,A3,A3,BE9AA3,1,TRUE
2017-6015,2019-03-02T07:10:34Z,BE9A,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.93,84,38174,A4,A4,BE9AA4,1,TRUE
2017-6005,2019-04-08T14:37:24Z,BE9A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.93,84,1656920,A5,A5,BE9AA5,1,TRUE
156008,2019-04-09T06:15:28Z,BE9A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.93,84,1685071,A6,A6,BE9AA6,1,TRUE
2017-6036,2019-04-09T16:07:05Z,BE9A,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5.93,84,1705159,A8,A8,BE9AA8,1,TRUE
2017-6016,2019-04-09T19:20:51Z,BE9A,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5.93,84,1710098,A9,A9,BE9AA9,1,TRUE
2017-6024,2019-04-09T21:53:29Z,BE9A,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.93,84,1714957,A10,A10,BE9AA10,1,TRUE
sm18-7013,2019-04-09T22:55:11Z,BE9A,HOR_SM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.93,84,1716847,A11,A11,BE9AA11,1,TRUE
2015-6006,2019-04-09T23:18:00Z,BE9A,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.93,84,1717507,B1b,B1,BE9AB1b,1,TRUE
2015-6041,2019-04-10T10:22:17Z,BE9A,CC_RGU1_J,142.72,142.72,2019UP,NA,37.82,-121.55,5.93,84,1736454,E1a,E1,BE9AE1a,1,TRUE
20156046,2019-04-11T01:01:49Z,BE9A,CC_intake_J,142.72,142.72,2019UP,NA,37.82,-121.59,5.93,84,1760715,E2,E2,BE9AE2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEA2,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.5,82,NA,REL,REL,BEA2REL,1,FALSE
156014,2019-02-28T18:23:56Z,BEA2,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.5,82,4428,A1,A1,BEA2A1,1,TRUE
2017-6013,2019-03-01T04:59:53Z,BEA2,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.5,82,20998,A3,A3,BEA2A3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEA5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.15,81,NA,REL,REL,BEA5REL,1,FALSE
156014,2019-02-28T18:18:56Z,BEA5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.15,81,2225,A1,A1,BEA5A1,1,TRUE
2017-6013,2019-03-03T08:09:00Z,BEA5,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.15,81,50532,A3,A3,BEA5A3,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEA6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.08,80,NA,REL,REL,BEA6REL,1,FALSE
156014,2019-02-28T18:24:40Z,BEA6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.08,80,4650,A1,A1,BEA6A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEA9,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.32,78,NA,REL,REL,BEA9REL,1,FALSE
156014,2019-02-28T18:19:36Z,BEA9,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.32,78,2569,A1,A1,BEA9A1,1,TRUE
2017-6013,2019-03-01T04:10:08Z,BEA9,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.32,78,20054,A3,A3,BEA9A3,1,TRUE
2017-6015,2019-03-02T00:22:03Z,BEA9,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.32,78,36692,A4,A4,BEA9A4,1,TRUE
2017-6005,2019-03-04T20:53:44Z,BEA9,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.32,78,64226,A5,A5,BEA9A5,1,TRUE
156008,2019-03-10T22:38:30Z,BEA9,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.32,78,105075,A6,A6,BEA9A6,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEAB,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.3,77,NA,REL,REL,BEABREL,1,FALSE
156014,2019-02-28T18:17:56Z,BEAB,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.3,77,1799,A1,A1,BEABA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEAE,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.3,82,NA,REL,REL,BEAEREL,1,FALSE
156014,2019-02-28T18:16:35Z,BEAE,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.3,82,1344,A1,A1,BEAEA1,1,TRUE
2017-6015,2019-03-09T08:29:24Z,BEAE,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.3,82,89771,A4,A4,BEAEA4,1,TRUE
2017-6005,2019-03-29T12:22:07Z,BEAE,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.3,82,1072275,A5,A5,BEAEA5,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEB4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.8,83,NA,REL,REL,BEB4REL,1,FALSE
156014,2019-02-28T18:21:41Z,BEB4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.8,83,3572,A1,A1,BEB4A1,1,TRUE
2017-6032,2019-03-17T07:03:28Z,BEB4,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5.8,83,323456,A2,A2,BEB4A2,1,TRUE
2017-6013,2019-03-17T09:15:07Z,BEB4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.8,83,333471,A3,A3,BEB4A3,1,TRUE
20187021,2019-03-18T06:39:14Z,BEB4,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.8,83,393495,A4,A4,BEB4A4,1,TRUE
2017-6005,2019-03-20T14:40:43Z,BEB4,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.8,83,560016,A5,A5,BEB4A5,1,TRUE
156008,2019-03-22T16:53:38Z,BEB4,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.8,83,666356,A6,A6,BEB4A6,1,TRUE
2017-6020,2019-03-23T05:35:19Z,BEB4,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.8,83,699480,A7,A7,BEB4A7,1,TRUE
2015-6001,2019-03-23T06:11:18Z,BEB4,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.8,83,701605,A8,A8,BEB4A8,1,TRUE
2015-6013,2019-03-23T15:32:02Z,BEB4,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.8,83,726188,A9,A9,BEB4A9,1,TRUE
am18-6002,2019-03-23T22:19:22Z,BEB4,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.8,83,738384,A11,A11,BEB4A11,1,TRUE
2017-6007,2019-03-23T22:39:53Z,BEB4,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.8,83,739138,A12,A12,BEB4A12,1,TRUE
2017-6002,2019-03-24T02:05:02Z,BEB4,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.8,83,745436,A13,A13,BEB4A13,1,TRUE
2017-6039,2019-03-24T04:50:07Z,BEB4,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.8,83,752607,A14,A14,BEB4A14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEB6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,7.32,90,NA,REL,REL,BEB6REL,1,FALSE
156014,2019-02-28T18:23:26Z,BEB6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,7.32,90,4270,A1,A1,BEB6A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BEBA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,7.36,91,NA,REL,REL,BEBAREL,1,FALSE
156014,2019-02-28T18:14:20Z,BEBA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,7.36,91,571,A1,A1,BEBAA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BECA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.32,76,NA,REL,REL,BECAREL,1,FALSE
156014,2019-02-28T18:13:03Z,BECA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.32,76,285,A1,A1,BECAA1,1,TRUE
2017-6015,2019-03-18T18:37:49Z,BECA,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.32,76,445722,A4,A4,BECAA4,1,TRUE
18031,2019-03-20T08:25:22Z,BECA,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.32,76,547686,A5,A5,BECAA5,1,TRUE
156008,2019-03-27T10:32:54Z,BECA,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.32,76,940639,A6,A6,BECAA6,1,TRUE
2015-6001,2019-03-28T07:37:02Z,BECA,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.32,76,994728,A8,A8,BECAA8,1,TRUE
2017-6009,2019-03-29T01:23:53Z,BECA,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.32,76,1043391,A10,A10,BECAA10,1,TRUE
am18-6003,2019-03-29T02:53:45Z,BECA,HOR_AM3,159.42,159.42,2019UP,NA,37.8,-121.32,4.32,76,1046193,A11,A11,BECAA11,1,TRUE
2017-6007,2019-03-29T05:24:15Z,BECA,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.32,76,1051138,A12,A12,BECAA12,1,TRUE
2017-6002,2019-03-30T22:04:20Z,BECA,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.32,76,1132790,A13,A13,BECAA13,1,TRUE
2017-6039,2019-03-31T00:48:15Z,BECA,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.32,76,1136847,A14,A14,BECAA14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BED2,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.55,79,NA,REL,REL,BED2REL,1,FALSE
156014,2019-02-28T18:23:27Z,BED2,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.55,79,4279,A1,A1,BED2A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,BED5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.85,78,NA,REL,REL,BED5REL,1,FALSE
156014,2019-03-02T14:22:42Z,BED5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.85,78,44363,A1,A1,BED5A1,1,TRUE
2017-6015,2019-03-19T10:34:21Z,BED5,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.85,78,485436,A4,A4,BED5A4,1,TRUE
2017-6005,2019-03-26T07:33:16Z,BED5,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.85,78,868913,A5,A5,BED5A5,1,TRUE
