RecSN,DetectDateTime,TagID_Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID
2017-6037,3/28/2019 2:58:37,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982417
2017-6037,3/28/2019 2:58:42,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982420
2017-6037,3/28/2019 2:58:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982423
2017-6037,3/28/2019 2:58:52,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982425
2017-6037,3/28/2019 2:58:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982427
2017-6037,3/28/2019 2:59:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982429
2017-6037,3/28/2019 2:59:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982431
2017-6037,3/28/2019 2:59:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982433
2017-6037,3/28/2019 2:59:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982435
2017-6037,3/28/2019 2:59:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982438
2017-6037,3/28/2019 2:59:28,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982441
2017-6037,3/28/2019 2:59:33,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982444
2017-6037,3/28/2019 2:59:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982447
2017-6037,3/28/2019 2:59:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982451
2017-6037,3/28/2019 2:59:48,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982454
2017-6037,3/28/2019 2:59:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982458
2017-6037,3/28/2019 2:59:58,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982461
2017-6037,3/28/2019 3:00:03,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982464
2017-6037,3/28/2019 3:00:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982470
2017-6037,3/28/2019 3:00:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982473
2017-6037,3/28/2019 3:00:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982477
2017-6037,3/28/2019 3:00:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982480
2017-6037,3/28/2019 3:00:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982497
2017-6037,3/28/2019 3:01:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982501
2017-6037,3/28/2019 3:01:09,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982503
2017-6037,3/28/2019 3:01:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982506
2017-6037,3/28/2019 3:01:19,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982511
2017-6037,3/28/2019 3:01:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982516
2017-6037,3/28/2019 3:01:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982519
2017-6037,3/28/2019 3:01:34,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982522
2017-6037,3/28/2019 3:01:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982526
2017-6037,3/28/2019 3:01:50,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982531
2017-6037,3/28/2019 3:01:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982535
2017-6037,3/28/2019 3:02:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982541
2017-6037,3/28/2019 3:02:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982543
2017-6037,3/28/2019 3:02:25,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982547
2017-6037,3/28/2019 3:02:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982549
2017-6037,3/28/2019 3:02:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982553
2017-6037,3/28/2019 3:02:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982555
2017-6037,3/28/2019 3:02:50,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982557
2017-6037,3/28/2019 3:02:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982560
2017-6037,3/28/2019 3:03:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982563
2017-6037,3/28/2019 3:03:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982567
2017-6037,3/28/2019 3:03:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982571
2017-6037,3/28/2019 3:03:21,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982576
2017-6037,3/28/2019 3:03:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982588
2017-6037,3/28/2019 3:03:56,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982594
2017-6037,3/28/2019 3:04:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982603
2017-6037,3/28/2019 3:04:37,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982612
2017-6037,3/28/2019 3:04:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982618
2017-6037,3/28/2019 3:04:52,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982621
2017-6037,3/28/2019 3:04:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982626
2017-6037,3/28/2019 3:05:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982629
2017-6037,3/28/2019 3:05:07,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982633
2017-6037,3/28/2019 3:05:58,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982660
2017-6037,3/28/2019 3:06:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982665
2017-6037,3/28/2019 3:06:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982668
2017-6037,3/28/2019 3:06:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982684
2017-6037,3/28/2019 3:06:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982688
2017-6037,3/28/2019 3:06:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982692
2017-6037,3/28/2019 3:06:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982696
2017-6037,3/28/2019 3:07:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982699
2017-6037,3/28/2019 3:07:19,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982707
2017-6037,3/28/2019 3:07:34,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982716
2017-6037,3/28/2019 3:08:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982748
2017-6037,3/28/2019 3:09:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982771
2017-6037,3/28/2019 3:09:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982776
2017-6037,3/28/2019 3:09:36,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982783
2017-6037,3/29/2019 8:01:44,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061102
2017-6037,3/29/2019 8:01:49,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061106
2017-6037,3/29/2019 8:01:54,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061112
2017-6037,3/29/2019 8:01:59,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061115
2017-6037,3/29/2019 8:02:09,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061124
2017-6037,3/29/2019 8:02:14,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061130
2017-6037,3/29/2019 8:02:19,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061135
2017-6037,3/29/2019 8:02:25,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061141
2017-6037,3/29/2019 8:02:30,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061147
2017-6037,3/29/2019 8:02:35,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061152
2017-6037,3/29/2019 8:02:45,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061163
2017-6037,3/29/2019 8:03:05,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061181
2017-6037,3/29/2019 8:03:30,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061215
2017-6037,3/29/2019 8:03:45,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061232
2017-6037,3/29/2019 8:04:21,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061267
2017-6037,3/29/2019 8:04:36,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061284
2017-6037,3/29/2019 8:04:41,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061288
2017-6037,3/29/2019 8:04:46,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061294
2017-6037,3/29/2019 8:04:51,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061299
2017-6037,3/29/2019 8:04:56,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061304
2017-6037,3/29/2019 8:05:01,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061310
2017-6037,3/29/2019 8:05:06,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061314
2017-6037,3/29/2019 8:05:11,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061322
2017-6037,3/29/2019 8:05:16,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061327
2017-6037,3/29/2019 8:05:21,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061334
2017-6037,3/29/2019 8:05:26,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061340
2017-6037,3/29/2019 8:05:37,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061351
2017-6037,3/29/2019 8:05:57,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061370
2017-6037,3/29/2019 8:06:17,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061388
2017-6037,3/29/2019 8:06:22,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061394
2017-6037,3/29/2019 8:06:27,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061399
2017-6037,3/29/2019 8:06:32,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061406
2017-6037,3/29/2019 8:06:37,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061410
2017-6037,3/29/2019 8:06:42,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061415
2017-6037,3/29/2019 8:06:47,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061421
2017-6037,3/29/2019 8:06:52,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061428
2017-6037,3/29/2019 8:07:08,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061441
2017-6037,3/29/2019 8:07:13,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061446
2017-6037,3/29/2019 8:07:18,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061454
2017-6037,3/29/2019 8:07:23,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061461
2017-6037,3/29/2019 8:07:28,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061467
2017-6037,3/29/2019 8:07:33,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061473
2017-6037,3/29/2019 8:07:38,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061478
2017-6037,3/29/2019 8:07:43,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061486
2017-6037,3/29/2019 8:07:48,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061491
2017-6037,3/29/2019 8:07:53,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061498
2017-6037,3/29/2019 8:08:13,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061526
2017-6037,3/29/2019 8:08:18,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061537
2017-6037,3/29/2019 8:08:23,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061542
2017-6037,3/29/2019 8:08:34,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061553
2017-6037,3/29/2019 8:08:54,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061581
2017-6037,3/29/2019 8:09:14,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061607
2017-6037,3/29/2019 8:09:19,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061615
2017-6037,3/29/2019 8:09:24,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061620
2017-6037,3/29/2019 8:09:55,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061655
2017-6037,3/29/2019 8:10:05,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061670
2017-6037,3/29/2019 8:10:25,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061691
2017-6037,3/29/2019 8:10:50,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061716
2017-6037,3/29/2019 8:11:31,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061763
2017-6037,3/29/2019 8:11:41,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061776
2017-6037,3/29/2019 8:12:11,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061807
2017-6037,3/29/2019 8:12:21,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061817
2017-6037,3/29/2019 8:17:05,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062064
2017-6037,3/29/2019 8:17:10,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062068
2017-6037,3/29/2019 8:18:01,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062107
2017-6037,3/29/2019 8:19:21,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062189
2017-6037,3/29/2019 8:19:27,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062195
2017-6037,3/29/2019 8:19:42,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062213
2017-6037,3/29/2019 8:19:47,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062219
2017-6037,3/29/2019 8:19:57,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062227
2017-6037,3/29/2019 8:20:07,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062238
2017-6037,3/29/2019 8:20:47,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062284
2017-6037,3/29/2019 8:21:13,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062305
2017-6037,3/29/2019 8:21:18,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1062309
2017-6037,3/29/2019 8:44:44,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063544
2017-6037,3/29/2019 8:45:14,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063573
2017-6037,3/29/2019 8:45:24,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063588
2017-6037,3/29/2019 8:45:29,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063593
2017-6037,3/29/2019 8:45:34,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063599
2017-6037,3/29/2019 8:45:39,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063605
2017-6037,3/29/2019 8:45:44,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063612
2017-6037,3/29/2019 8:45:49,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063620
2017-6037,3/29/2019 8:45:54,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063625
2017-6037,3/29/2019 8:46:45,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063672
2017-6037,3/29/2019 8:46:50,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063681
2017-6037,3/29/2019 8:46:55,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063686
2017-6037,3/29/2019 8:47:00,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063692
2017-6037,3/29/2019 8:47:10,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063700
2017-6037,3/29/2019 8:47:31,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063725
2017-6037,3/29/2019 8:47:41,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063737
2017-6037,3/29/2019 8:50:43,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063893
2017-6037,3/29/2019 8:50:53,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063903
2017-6037,3/29/2019 8:51:28,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063932
2017-6037,3/29/2019 8:52:09,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063958
2017-6037,3/29/2019 8:52:44,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1063989
2017-6037,3/29/2019 8:53:04,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1064009
