RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,Surgeon,ID,site.code,array.code,combo,counter,first_or_last
2015-6004,2019-03-25T03:05:07Z,BADC,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.92,80,CH,802883,A12,A12,BADCA12,30,FALSE
2017-6002,2019-03-25T06:20:40Z,BADC,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.92,80,CH,809768,A13,A13,BADCA13,1,TRUE
2017-6002,2019-03-25T06:24:32Z,BADC,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.92,80,CH,809931,A13,A13,BADCA13,28,FALSE
2017-6039,2019-03-25T09:27:32Z,BADC,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.92,80,CH,816773,A14,A14,BADCA14,1,TRUE
2017-6035,2019-03-25T09:40:00Z,BADC,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,4.92,80,CH,817226,A14,A14,BADCA14,59,FALSE
2015-6034,2019-03-28T13:40:15Z,BADC,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.92,80,CH,1014001,A15,A15,BADCA15,1,TRUE
2017-6037,2019-03-28T15:04:01Z,BADC,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.92,80,CH,1018810,A15,A15,BADCA15,194,FALSE
2017-6010,2019-04-01T18:51:09Z,BADC,SJ_JP_1_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.92,80,CH,3627777,A16,A16,BADCA16,1,TRUE
2017-6052,2019-04-02T07:09:57Z,BADC,SJ_JP_6_J,93.04,93.04,2019UP,NA,38.05,-121.69,4.92,80,CH,1276735,A16,A16,BADCA16,495,FALSE
13036,2019-04-03T20:27:34Z,BADC,Chipps1.5,71.73,71.72,2019UP,NA,38.04,-121.91,4.92,80,CH,3612216,A17a,A17,BADCA17a,1,TRUE
13036,2019-04-03T20:33:36Z,BADC,Chipps1.5,71.73,71.72,2019UP,NA,38.04,-121.91,4.92,80,CH,3612285,A17a,A17,BADCA17a,70,FALSE
13030,2019-04-03T20:38:29Z,BADC,Chipps2.4,71.24,71.24,2019UP,NA,38.04,-121.91,4.92,80,CH,3612286,A17b,A17,BADCA17b,1,TRUE
15015,2019-04-04T01:13:17Z,BADC,Chipps2.3,71.24,71.24,2019UP,NA,38.04,-121.91,4.92,80,CH,3612448,A17b,A17,BADCA17b,163,FALSE
13008,2019-04-04T01:15:19Z,BADC,Chipps1.4,71.73,71.72,2019UP,NA,38.04,-121.9,4.92,80,CH,3612449,A17a,A17,BADCA17a,1,TRUE
15025,2019-04-04T06:07:40Z,BADC,Chipps1.1,71.72,71.72,2019UP,NA,38.04,-121.9,4.92,80,CH,3612556,A17a,A17,BADCA17a,108,FALSE
13071,2019-04-04T06:11:33Z,BADC,Chipps2.1,71.24,71.24,2019UP,NA,38.04,-121.91,4.92,80,CH,3612557,A17b,A17,BADCA17b,1,TRUE
13071,2019-04-04T06:16:55Z,BADC,Chipps2.1,71.24,71.24,2019UP,NA,38.04,-121.91,4.92,80,CH,3612583,A17b,A17,BADCA17b,27,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAE4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.05,78,NA,NA,REL,REL,BAE4REL,1,FALSE
156014,2019-03-01T06:23:26Z,BAE4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.05,78,CH,22882,A1,A1,BAE4A1,1,TRUE
156014,2019-03-05T07:19:14Z,BAE4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.05,78,CH,65107,A1,A1,BAE4A1,41,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAE6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,79,NA,NA,REL,REL,BAE6REL,1,FALSE
156014,2019-02-28T18:13:02Z,BAE6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,79,GS,282,A1,A1,BAE6A1,1,TRUE
156014,2019-02-28T18:17:14Z,BAE6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,79,GS,1575,A1,A1,BAE6A1,22,FALSE
2017-6013,2019-03-01T14:55:08Z,BAE6,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5,79,GS,31952,A3,A3,BAE6A3,1,TRUE
2017-6013,2019-03-06T07:20:04Z,BAE6,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5,79,GS,69836,A3,A3,BAE6A3,343,FALSE
2015-6011,2019-04-11T01:29:38Z,BAE6,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5,79,GS,1761504,A4,A4,BAE6A4,1,TRUE
2015-6011,2019-04-11T01:36:34Z,BAE6,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5,79,GS,1761788,A4,A4,BAE6A4,25,FALSE
2017-6005,2019-04-12T15:21:25Z,BAE6,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5,79,GS,1827557,A5,A5,BAE6A5,1,TRUE
2017-6005,2019-04-13T13:17:31Z,BAE6,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5,79,GS,1873393,A5,A5,BAE6A5,69,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAE8,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,77,NA,NA,REL,REL,BAE8REL,1,FALSE
156014,2019-02-28T18:17:26Z,BAE8,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.4,77,GS,1640,A1,A1,BAE8A1,1,TRUE
2017-6031,2019-02-28T18:23:21Z,BAE8,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.4,77,GS,4245,A1,A1,BAE8A1,43,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAE9,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.7,77,NA,NA,REL,REL,BAE9REL,1,FALSE
156014,2019-02-28T18:17:16Z,BAE9,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.7,77,GS,1582,A1,A1,BAE9A1,1,TRUE
2017-6031,2019-02-28T18:23:10Z,BAE9,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.7,77,GS,4198,A1,A1,BAE9A1,40,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAEB,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.5,80,NA,NA,REL,REL,BAEBREL,1,FALSE
156014,2019-02-28T18:29:45Z,BAEB,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.5,80,GS,5782,A1,A1,BAEBA1,1,TRUE
2017-6031,2019-02-28T18:33:19Z,BAEB,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.5,80,GS,6281,A1,A1,BAEBA1,27,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAED,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.8,78,NA,NA,REL,REL,BAEDREL,1,FALSE
156014,2019-02-28T18:14:54Z,BAED,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.8,78,GS,766,A1,A1,BAEDA1,1,TRUE
2017-6031,2019-03-02T07:29:03Z,BAED,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.8,78,GS,38550,A1,A1,BAEDA1,1426,FALSE
2017-6013,2019-03-02T19:15:37Z,BAED,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.8,78,GS,48352,A3,A3,BAEDA3,1,TRUE
2018-6013,2019-03-02T19:33:18Z,BAED,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.8,78,GS,48546,A3,A3,BAEDA3,93,FALSE
2017-6015,2019-03-02T20:48:55Z,BAED,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.8,78,GS,48679,A4,A4,BAEDA4,1,TRUE
2015-6011,2019-03-02T20:58:23Z,BAED,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.8,78,GS,48733,A4,A4,BAEDA4,52,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAEE,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.79,79,NA,NA,REL,REL,BAEEREL,1,FALSE
156014,2019-02-28T18:12:17Z,BAEE,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.79,79,CH,180,A1,A1,BAEEA1,1,TRUE
2017-6031,2019-02-28T18:15:30Z,BAEE,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.79,79,CH,966,A1,A1,BAEEA1,15,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BAFA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,78,NA,NA,REL,REL,BAFAREL,1,FALSE
156014,2019-02-28T18:18:44Z,BAFA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,78,GS,2134,A1,A1,BAFAA1,1,TRUE
2017-6031,2019-02-28T18:23:13Z,BAFA,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.6,78,GS,4216,A1,A1,BAFAA1,29,FALSE
2017-6032,2019-04-08T20:23:33Z,BAFA,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.6,78,GS,1669880,A2,A2,BAFAA2,1,TRUE
2017-6032,2019-04-08T20:26:05Z,BAFA,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.6,78,GS,1669927,A2,A2,BAFAA2,7,FALSE
2017-6013,2019-04-08T22:07:51Z,BAFA,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.6,78,GS,1672413,A3,A3,BAFAA3,1,TRUE
2018-6013,2019-04-08T22:14:54Z,BAFA,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.6,78,GS,1672604,A3,A3,BAFAA3,36,FALSE
2015-6011,2019-04-08T23:21:23Z,BAFA,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.6,78,GS,1674599,A4,A4,BAFAA4,1,TRUE
2015-6011,2019-04-08T23:26:37Z,BAFA,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.6,78,GS,1674742,A4,A4,BAFAA4,22,FALSE
2017-6005,2019-04-09T07:05:06Z,BAFA,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.6,78,GS,1686489,A5,A5,BAFAA5,1,TRUE
18031,2019-04-09T07:29:33Z,BAFA,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.6,78,GS,1687084,A5,A5,BAFAA5,74,FALSE
156008,2019-04-09T21:12:05Z,BAFA,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,78,GS,1713663,A6,A6,BAFAA6,1,TRUE
156008,2019-04-09T21:15:53Z,BAFA,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,78,GS,1713813,A6,A6,BAFAA6,18,FALSE
2017-6036,2019-04-10T08:08:46Z,BAFA,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.6,78,GS,1732659,A8,A8,BAFAA8,1,TRUE
2015-6001,2019-04-10T08:11:35Z,BAFA,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.6,78,GS,1732801,A8,A8,BAFAA8,13,FALSE
2017-6009,2019-04-10T13:56:51Z,BAFA,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.6,78,GS,1742457,A10,A10,BAFAA10,1,TRUE
2017-6009,2019-04-10T13:57:11Z,BAFA,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.6,78,GS,1742468,A10,A10,BAFAA10,3,FALSE
am18-6003,2019-04-10T15:01:32Z,BAFA,HOR_AM3,159.42,159.42,2019UP,NA,37.8,-121.32,4.6,78,GS,1744325,A11,A11,BAFAA11,1,TRUE
sm18-7017,2019-04-10T15:08:24Z,BAFA,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,4.6,78,GS,1744579,A11,A11,BAFAA11,84,FALSE
2017-6007,2019-04-10T15:29:53Z,BAFA,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.6,78,GS,1744974,A12,A12,BAFAA12,1,TRUE
2015-6004,2019-04-10T15:33:24Z,BAFA,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.6,78,GS,1745067,A12,A12,BAFAA12,18,FALSE
2017-6028,2019-04-10T20:32:43Z,BAFA,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.6,78,GS,1751722,A13,A13,BAFAA13,1,TRUE
2017-6002,2019-04-10T20:38:32Z,BAFA,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.6,78,GS,1751933,A13,A13,BAFAA13,43,FALSE
2017-6039,2019-04-11T00:00:31Z,BAFA,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.6,78,GS,1758804,A14,A14,BAFAA14,1,TRUE
2017-6035,2019-04-11T00:14:18Z,BAFA,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,4.6,78,GS,1759387,A14,A14,BAFAA14,97,FALSE
2015-6034,2019-04-13T11:19:41Z,BAFA,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.6,78,GS,1868411,A15,A15,BAFAA15,1,TRUE
2015-6034,2019-04-15T23:01:10Z,BAFA,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.6,78,GS,1979027,A15,A15,BAFAA15,663,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB0A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.54,81,NA,NA,REL,REL,BB0AREL,1,FALSE
156014,2019-02-28T18:21:15Z,BB0A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.54,81,CH,3374,A1,A1,BB0AA1,1,TRUE
2017-6031,2019-03-01T06:06:51Z,BB0A,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.54,81,CH,22513,A1,A1,BB0AA1,90,FALSE
2017-6013,2019-03-02T18:57:59Z,BB0A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.54,81,CH,48274,A3,A3,BB0AA3,1,TRUE
2018-6013,2019-03-29T06:20:10Z,BB0A,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.54,81,CH,1055071,A3,A3,BB0AA3,204,FALSE
20187021,2019-03-29T07:38:04Z,BB0A,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.54,81,CH,1059566,A4,A4,BB0AA4,1,TRUE
2015-6011,2019-03-29T08:11:30Z,BB0A,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.54,81,CH,1061761,A4,A4,BB0AA4,73,FALSE
2017-6005,2019-03-29T16:44:14Z,BB0A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.54,81,CH,1082667,A5,A5,BB0AA5,1,TRUE
18031,2019-03-29T16:51:24Z,BB0A,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,5.54,81,CH,1082920,A5,A5,BB0AA5,32,FALSE
2017-6030,2019-03-30T04:22:53Z,BB0A,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.54,81,CH,1100554,A6,A6,BB0AA6,1,TRUE
156008,2019-03-30T04:28:23Z,BB0A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.54,81,CH,1100755,A6,A6,BB0AA6,34,FALSE
2017-6020,2019-03-30T14:30:13Z,BB0A,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.54,81,CH,1122005,A7,A7,BB0AA7,1,TRUE
2017-6020,2019-03-30T14:31:54Z,BB0A,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.54,81,CH,1122047,A7,A7,BB0AA7,7,FALSE
2015-6001,2019-03-30T17:01:38Z,BB0A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.54,81,CH,1125694,A8,A8,BB0AA8,1,TRUE
2015-6001,2019-03-30T17:03:54Z,BB0A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.54,81,CH,1125765,A8,A8,BB0AA8,21,FALSE
2017-6009,2019-03-30T22:10:57Z,BB0A,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.54,81,CH,1132939,A10,A10,BB0AA10,1,TRUE
2017-6009,2019-03-30T22:11:47Z,BB0A,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5.54,81,CH,1132960,A10,A10,BB0AA10,4,FALSE
sm18-7023,2019-03-30T23:25:52Z,BB0A,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.54,81,CH,1134678,A11,A11,BB0AA11,1,TRUE
sm18-7020,2019-03-30T23:30:04Z,BB0A,HOR_SM4,159.42,159.42,2019UP,NA,37.8,-121.32,5.54,81,CH,1134808,A11,A11,BB0AA11,44,FALSE
2015-6006,2019-03-30T23:51:07Z,BB0A,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,5.54,81,CH,1135408,B1b,B1,BB0AB1b,1,TRUE
2017-6012,2019-03-30T23:53:03Z,BB0A,OR_HOR_4_J,158.12,158.12,2019UP,NA,37.89,-121.33,5.54,81,CH,1135479,B1b,B1,BB0AB1b,7,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB12,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.5,77,NA,NA,REL,REL,BB12REL,1,FALSE
156014,2019-03-01T02:48:46Z,BB12,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.5,77,GS,18606,A1,A1,BB12A1,1,TRUE
2017-6031,2019-03-01T02:57:04Z,BB12,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.5,77,GS,18797,A1,A1,BB12A1,23,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB14,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.62,84,NA,NA,REL,REL,BB14REL,1,FALSE
156014,2019-03-01T06:58:00Z,BB14,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.62,84,CH,23737,A1,A1,BB14A1,1,TRUE
156014,2019-03-01T07:00:46Z,BB14,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.62,84,CH,23770,A1,A1,BB14A1,8,FALSE
2017-6013,2019-03-14T08:47:29Z,BB14,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.62,84,CH,185950,A3,A3,BB14A3,1,TRUE
2018-6013,2019-03-14T08:53:40Z,BB14,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.62,84,CH,186204,A3,A3,BB14A3,20,FALSE
20187021,2019-03-30T05:47:12Z,BB14,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.62,84,CH,1103705,A4,A4,BB14A4,1,TRUE
2015-6011,2019-03-30T06:16:49Z,BB14,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.62,84,CH,1105309,A4,A4,BB14A4,69,FALSE
2017-6005,2019-03-30T12:35:24Z,BB14,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.62,84,CH,1118562,A5,A5,BB14A5,1,TRUE
18031,2019-03-30T12:42:15Z,BB14,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,5.62,84,CH,1118752,A5,A5,BB14A5,37,FALSE
156008,2019-03-31T00:38:06Z,BB14,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.62,84,CH,1136554,A6,A6,BB14A6,1,TRUE
2017-6030,2019-03-31T00:40:54Z,BB14,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.62,84,CH,1136650,A6,A6,BB14A6,27,FALSE
2017-6020,2019-03-31T09:18:15Z,BB14,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.62,84,CH,1153052,A7,A7,BB14A7,1,TRUE
2017-6020,2019-03-31T09:18:55Z,BB14,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,5.62,84,CH,1153076,A7,A7,BB14A7,7,FALSE
2015-6001,2019-03-31T10:03:07Z,BB14,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.62,84,CH,1154554,A8,A8,BB14A8,1,TRUE
2017-6036,2019-03-31T10:05:25Z,BB14,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5.62,84,CH,1154664,A8,A8,BB14A8,22,FALSE
2015-6013,2019-03-31T12:43:12Z,BB14,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.62,84,CH,1160649,A9,A9,BB14A9,1,TRUE
2015-6013,2019-03-31T12:43:57Z,BB14,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,5.62,84,CH,1160689,A9,A9,BB14A9,5,FALSE
am18-6002,2019-03-31T16:23:18Z,BB14,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.62,84,CH,1169607,A11,A11,BB14A11,1,TRUE
sm18-7028,2019-03-31T16:26:57Z,BB14,HOR_SM8,159.42,159.42,2019UP,NA,37.8,-121.32,5.62,84,CH,1169715,A11,A11,BB14A11,17,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB16,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.59,79,NA,NA,REL,REL,BB16REL,1,FALSE
2017-6031,2019-02-28T18:52:48Z,BB16,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.59,79,CH,7725,A1,A1,BB16A1,1,TRUE
156014,2019-02-28T18:55:24Z,BB16,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.59,79,CH,7901,A1,A1,BB16A1,13,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB1A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.7,77,NA,NA,REL,REL,BB1AREL,1,FALSE
156014,2019-03-02T01:18:42Z,BB1A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.7,77,GS,36913,A1,A1,BB1AA1,1,TRUE
2017-6031,2019-03-02T01:21:10Z,BB1A,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.7,77,GS,36925,A1,A1,BB1AA1,13,FALSE
2018-6013,2019-03-03T17:10:31Z,BB1A,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.7,77,GS,55580,A3,A3,BB1AA3,1,TRUE
2018-6013,2019-03-03T17:11:57Z,BB1A,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.7,77,GS,55593,A3,A3,BB1AA3,5,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB24,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.49,77,NA,NA,REL,REL,BB24REL,1,FALSE
156014,2019-02-28T18:12:18Z,BB24,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.49,77,CH,183,A1,A1,BB24A1,1,TRUE
2017-6031,2019-02-28T18:17:01Z,BB24,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.49,77,CH,1500,A1,A1,BB24A1,34,FALSE
2017-6015,2019-03-01T07:03:49Z,BB24,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.49,77,CH,23804,A4,A4,BB24A4,1,TRUE
2015-6011,2019-03-01T07:08:58Z,BB24,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.49,77,CH,23917,A4,A4,BB24A4,19,FALSE
2017-6005,2019-03-19T09:42:11Z,BB24,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.49,77,CH,481941,A5,A5,BB24A5,1,TRUE
18031,2019-03-19T09:58:48Z,BB24,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.49,77,CH,482873,A5,A5,BB24A5,88,FALSE
2017-6030,2019-03-25T12:55:17Z,BB24,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.49,77,CH,823808,A6,A6,BB24A6,1,TRUE
2017-6030,2019-03-25T12:57:13Z,BB24,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.49,77,CH,823875,A6,A6,BB24A6,8,FALSE
2015-6001,2019-03-26T00:57:46Z,BB24,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.49,77,CH,853403,A8,A8,BB24A8,1,TRUE
2017-6036,2019-03-26T01:01:21Z,BB24,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.49,77,CH,853525,A8,A8,BB24A8,43,FALSE
2015-6013,2019-03-26T03:57:15Z,BB24,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.49,77,CH,859508,A9,A9,BB24A9,1,TRUE
2017-6016,2019-03-26T04:01:17Z,BB24,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.49,77,CH,859668,A9,A9,BB24A9,22,FALSE
am18-6002,2019-03-26T08:12:50Z,BB24,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.49,77,CH,870583,A11,A11,BB24A11,1,TRUE
am18-6004,2019-03-26T08:20:25Z,BB24,HOR_AM9,159.42,159.42,2019UP,NA,37.8,-121.32,4.49,77,CH,870949,A11,A11,BB24A11,125,FALSE
2017-6007,2019-03-26T08:40:19Z,BB24,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.49,77,CH,871537,A12,A12,BB24A12,1,TRUE
2015-6004,2019-03-26T08:45:16Z,BB24,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.49,77,CH,871742,A12,A12,BB24A12,39,FALSE
2017-6028,2019-03-28T20:52:45Z,BB24,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.49,77,CH,1035587,A13,A13,BB24A13,1,TRUE
2017-6002,2019-03-28T20:57:07Z,BB24,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.49,77,CH,1035754,A13,A13,BB24A13,36,FALSE
