RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,Surgeon,ID,site.code,array.code,combo,counter,first_or_last
2017-6039,2019-03-29T01:05:00Z,BB24,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.49,77,CH,1042519,A14,A14,BB24A14,1,TRUE
20156017,2019-03-29T01:16:02Z,BB24,SJ_SJG_3_J,140.23,140.23,2019UP,NA,37.93,-121.33,4.49,77,CH,1043005,A14,A14,BB24A14,54,FALSE
2015-6034,2019-03-30T15:49:11Z,BB24,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.49,77,CH,1123873,A15,A15,BB24A15,1,TRUE
2017-6033,2019-03-30T16:34:33Z,BB24,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.49,77,CH,1125049,A15,A15,BB24A15,204,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB25,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.9,78,NA,NA,REL,REL,BB25REL,1,FALSE
156014,2019-03-01T10:06:12Z,BB25,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.9,78,GS,27056,A1,A1,BB25A1,1,TRUE
2017-6031,2019-03-13T08:05:59Z,BB25,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.9,78,GS,146155,A1,A1,BB25A1,43,FALSE
2017-6032,2019-03-13T17:07:07Z,BB25,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.9,78,GS,156489,A2,A2,BB25A2,1,TRUE
2017-6032,2019-03-13T17:35:09Z,BB25,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.9,78,GS,157551,A2,A2,BB25A2,100,FALSE
2017-6013,2019-03-14T03:24:02Z,BB25,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.9,78,GS,176420,A3,A3,BB25A3,1,TRUE
2018-6013,2019-03-14T03:29:26Z,BB25,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.9,78,GS,176789,A3,A3,BB25A3,26,FALSE
2015-6044,2019-03-14T04:09:55Z,BB25,SJ_Hills_RT_1_US,257.64,257.64,2019UP,NA,37.34,-120.97,4.9,78,GS,178610,A4,A4,BB25A4,1,TRUE
2015-6011,2019-03-14T04:27:27Z,BB25,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.9,78,GS,179177,A4,A4,BB25A4,61,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB26,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.44,74,NA,NA,REL,REL,BB26REL,1,FALSE
156014,2019-02-28T18:45:09Z,BB26,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.44,74,CH,7244,A1,A1,BB26A1,1,TRUE
156014,2019-02-28T18:49:16Z,BB26,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.44,74,CH,7468,A1,A1,BB26A1,34,FALSE
2017-6013,2019-03-19T06:54:12Z,BB26,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.44,74,CH,471162,A3,A3,BB26A3,1,TRUE
2018-6013,2019-03-19T09:53:55Z,BB26,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.44,74,CH,482609,A3,A3,BB26A3,955,FALSE
20187021,2019-03-21T09:25:10Z,BB26,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.44,74,CH,591772,A4,A4,BB26A4,1,TRUE
2015-6011,2019-03-21T12:51:42Z,BB26,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.44,74,CH,602040,A4,A4,BB26A4,199,FALSE
2017-6005,2019-03-24T00:37:31Z,BB26,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.44,74,CH,742772,A5,A5,BB26A5,1,TRUE
18031,2019-03-24T00:48:58Z,BB26,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.44,74,CH,743176,A5,A5,BB26A5,83,FALSE
156008,2019-03-24T14:49:41Z,BB26,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.44,74,CH,778455,A6,A6,BB26A6,1,TRUE
2017-6030,2019-03-24T14:57:10Z,BB26,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.44,74,CH,778807,A6,A6,BB26A6,71,FALSE
2015-6001,2019-03-25T01:50:46Z,BB26,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.44,74,CH,800474,A8,A8,BB26A8,1,TRUE
2017-6036,2019-03-25T01:54:55Z,BB26,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.44,74,CH,800588,A8,A8,BB26A8,29,FALSE
2015-6013,2019-03-25T05:02:48Z,BB26,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.44,74,CH,806870,A9,A9,BB26A9,1,TRUE
2017-6016,2019-03-25T05:05:39Z,BB26,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.44,74,CH,806975,A9,A9,BB26A9,19,FALSE
2017-6009,2019-03-25T07:44:43Z,BB26,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.44,74,CH,813149,A10,A10,BB26A10,1,TRUE
2017-6009,2019-03-25T07:45:53Z,BB26,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.44,74,CH,813181,A10,A10,BB26A10,7,FALSE
am18-6002,2019-03-25T08:53:52Z,BB26,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.44,74,CH,815736,A11,A11,BB26A11,1,TRUE
am18-6008,2019-03-25T08:58:14Z,BB26,HOR_AM4,159.42,159.42,2019UP,NA,37.8,-121.32,4.44,74,CH,815897,A11,A11,BB26A11,20,FALSE
2017-6012,2019-03-25T09:22:19Z,BB26,OR_HOR_4_J,158.12,158.12,2019UP,NA,37.89,-121.33,4.44,74,CH,816643,B1b,B1,BB26B1b,1,TRUE
2017-6012,2019-03-25T09:23:55Z,BB26,OR_HOR_4_J,158.12,158.12,2019UP,NA,37.89,-121.33,4.44,74,CH,816694,B1b,B1,BB26B1b,9,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB28,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.3,76,NA,NA,REL,REL,BB28REL,1,FALSE
156014,2019-02-28T20:48:03Z,BB28,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.3,76,GS,10873,A1,A1,BB28A1,1,TRUE
2017-6031,2019-02-28T20:53:26Z,BB28,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.3,76,GS,10965,A1,A1,BB28A1,16,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB29,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.44,80,NA,NA,REL,REL,BB29REL,1,FALSE
156014,2019-03-01T05:53:48Z,BB29,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.44,80,CH,22337,A1,A1,BB29A1,1,TRUE
2017-6031,2019-03-01T06:19:46Z,BB29,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.44,80,CH,22783,A1,A1,BB29A1,57,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB2A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.47,89,NA,NA,REL,REL,BB2AREL,1,FALSE
156014,2019-03-02T11:11:55Z,BB2A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.47,89,CH,41497,A1,A1,BB2AA1,1,TRUE
2017-6031,2019-03-04T09:03:57Z,BB2A,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,6.47,89,CH,59624,A1,A1,BB2AA1,387,FALSE
2017-6013,2019-03-07T08:09:58Z,BB2A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6.47,89,CH,73028,A3,A3,BB2AA3,1,TRUE
2018-6013,2019-03-07T08:14:23Z,BB2A,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,6.47,89,CH,73078,A3,A3,BB2AA3,36,FALSE
2017-6015,2019-03-07T09:03:36Z,BB2A,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,6.47,89,CH,73119,A4,A4,BB2AA4,1,TRUE
2015-6011,2019-03-07T19:18:40Z,BB2A,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,6.47,89,CH,77513,A4,A4,BB2AA4,170,FALSE
2017-6005,2019-03-20T14:52:58Z,BB2A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,6.47,89,CH,560305,A5,A5,BB2AA5,1,TRUE
18031,2019-03-20T14:59:34Z,BB2A,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,6.47,89,CH,560488,A5,A5,BB2AA5,33,FALSE
2017-6030,2019-03-21T21:08:40Z,BB2A,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,6.47,89,CH,619508,A6,A6,BB2AA6,1,TRUE
156008,2019-03-21T21:11:35Z,BB2A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,6.47,89,CH,619626,A6,A6,BB2AA6,17,FALSE
2015-6001,2019-03-22T10:49:02Z,BB2A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,6.47,89,CH,645411,A8,A8,BB2AA8,1,TRUE
2015-6001,2019-03-22T10:49:57Z,BB2A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,6.47,89,CH,645473,A8,A8,BB2AA8,4,FALSE
2017-6016,2019-03-22T13:48:28Z,BB2A,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,6.47,89,CH,656621,A9,A9,BB2AA9,1,TRUE
2017-6016,2019-03-22T13:48:43Z,BB2A,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,6.47,89,CH,656647,A9,A9,BB2AA9,4,FALSE
sm18-7023,2019-03-23T06:04:11Z,BB2A,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,6.47,89,CH,701160,A11,A11,BB2AA11,1,TRUE
sm18-7017,2019-03-23T06:12:34Z,BB2A,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,6.47,89,CH,701676,A11,A11,BB2AA11,58,FALSE
2017-6007,2019-03-23T06:27:44Z,BB2A,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,6.47,89,CH,702407,A12,A12,BB2AA12,1,TRUE
2015-6004,2019-03-23T06:30:24Z,BB2A,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,6.47,89,CH,702550,A12,A12,BB2AA12,17,FALSE
2017-6028,2019-03-23T11:28:50Z,BB2A,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,6.47,89,CH,715586,A13,A13,BB2AA13,1,TRUE
2017-6002,2019-03-23T11:30:21Z,BB2A,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,6.47,89,CH,715670,A13,A13,BB2AA13,13,FALSE
2017-6004,2019-03-25T06:38:23Z,BB2A,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,6.47,89,CH,810369,A14,A14,BB2AA14,1,TRUE
2017-6035,2019-03-25T07:01:32Z,BB2A,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,6.47,89,CH,811565,A14,A14,BB2AA14,121,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB2C,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,77,NA,NA,REL,REL,BB2CREL,1,FALSE
156014,2019-02-28T18:17:23Z,BB2C,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.4,77,GS,1630,A1,A1,BB2CA1,1,TRUE
2017-6031,2019-03-01T18:30:02Z,BB2C,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.4,77,GS,34935,A1,A1,BB2CA1,66,FALSE
2017-6013,2019-03-02T09:31:48Z,BB2C,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.4,77,GS,39863,A3,A3,BB2CA3,1,TRUE
2018-6013,2019-03-02T17:50:15Z,BB2C,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.4,77,GS,47846,A3,A3,BB2CA3,441,FALSE
20187021,2019-03-18T23:20:00Z,BB2C,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.4,77,GS,455417,A4,A4,BB2CA4,1,TRUE
2015-6011,2019-03-19T06:09:49Z,BB2C,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.4,77,GS,468568,A4,A4,BB2CA4,120,FALSE
2017-6005,2019-03-19T15:18:27Z,BB2C,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.4,77,GS,510284,A5,A5,BB2CA5,1,TRUE
18031,2019-03-19T15:33:18Z,BB2C,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.4,77,GS,511843,A5,A5,BB2CA5,85,FALSE
156008,2019-03-30T06:59:17Z,BB2C,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.4,77,GS,1107705,A6,A6,BB2CA6,1,TRUE
156008,2019-03-30T07:03:56Z,BB2C,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.4,77,GS,1107958,A6,A6,BB2CA6,36,FALSE
2015-6001,2019-03-30T20:52:16Z,BB2C,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.4,77,GS,1131592,A8,A8,BB2CA8,1,TRUE
2017-6036,2019-03-30T20:54:51Z,BB2C,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.4,77,GS,1131648,A8,A8,BB2CA8,23,FALSE
2015-6013,2019-03-30T23:37:19Z,BB2C,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.4,77,GS,1134988,A9,A9,BB2CA9,1,TRUE
2015-6013,2019-03-30T23:38:24Z,BB2C,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.4,77,GS,1135023,A9,A9,BB2CA9,10,FALSE
sm18-7023,2019-03-31T03:14:01Z,BB2C,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,77,GS,1141155,A11,A11,BB2CA11,1,TRUE
sm18-7017,2019-03-31T03:24:05Z,BB2C,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,77,GS,1141580,A11,A11,BB2CA11,106,FALSE
2017-6007,2019-03-31T03:37:40Z,BB2C,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.4,77,GS,1142126,A12,A12,BB2CA12,1,TRUE
2015-6004,2019-03-31T03:41:12Z,BB2C,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.4,77,GS,1142268,A12,A12,BB2CA12,19,FALSE
2017-6028,2019-03-31T07:12:16Z,BB2C,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.4,77,GS,1148925,A13,A13,BB2CA13,1,TRUE
2017-6002,2019-03-31T07:16:25Z,BB2C,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.4,77,GS,1149076,A13,A13,BB2CA13,26,FALSE
2017-6039,2019-03-31T16:47:37Z,BB2C,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.4,77,GS,1170239,A14,A14,BB2CA14,1,TRUE
20156017,2019-03-31T17:39:45Z,BB2C,SJ_SJG_3_J,140.23,140.23,2019UP,NA,37.93,-121.33,4.4,77,GS,1172095,A14,A14,BB2CA14,176,FALSE
2015-6034,2019-04-02T09:48:21Z,BB2C,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.4,77,GS,1285628,A15,A15,BB2CA15,1,TRUE
2017-6037,2019-04-02T19:42:02Z,BB2C,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.4,77,GS,1308938,A15,A15,BB2CA15,220,FALSE
2017-6054,2019-04-05T21:22:08Z,BB2C,SJ_JP_4_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.4,77,GS,1486311,A16,A16,BB2CA16,1,TRUE
2017-6054,2019-04-06T02:27:07Z,BB2C,SJ_JP_4_J,93.74,93.74,2019UP,NA,38.05,-121.68,4.4,77,GS,1498350,A16,A16,BB2CA16,182,FALSE
13051,2019-04-07T11:17:08Z,BB2C,Chipps1.2,71.72,71.72,2019UP,NA,38.04,-121.9,4.4,77,GS,3613486,A17a,A17,BB2CA17a,1,TRUE
13051,2019-04-07T11:18:19Z,BB2C,Chipps1.2,71.72,71.72,2019UP,NA,38.04,-121.9,4.4,77,GS,3613492,A17a,A17,BB2CA17a,7,FALSE
15015,2019-04-07T11:23:30Z,BB2C,Chipps2.3,71.24,71.24,2019UP,NA,38.04,-121.91,4.4,77,GS,3613493,A17b,A17,BB2CA17b,1,TRUE
15015,2019-04-07T11:26:53Z,BB2C,Chipps2.3,71.24,71.24,2019UP,NA,38.04,-121.91,4.4,77,GS,3613507,A17b,A17,BB2CA17b,15,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB2D,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.7,78,NA,NA,REL,REL,BB2DREL,1,FALSE
156014,2019-02-28T18:24:13Z,BB2D,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.7,78,GS,4514,A1,A1,BB2DA1,1,TRUE
2017-6031,2019-02-28T18:31:45Z,BB2D,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.7,78,GS,6070,A1,A1,BB2DA1,31,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB32,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.4,76,NA,NA,REL,REL,BB32REL,1,FALSE
156014,2019-02-28T18:20:16Z,BB32,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.4,76,CH,2927,A1,A1,BB32A1,1,TRUE
2017-6031,2019-02-28T18:22:17Z,BB32,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.4,76,CH,3861,A1,A1,BB32A1,14,FALSE
2017-6013,2019-03-01T14:17:52Z,BB32,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.4,76,CH,30998,A3,A3,BB32A3,1,TRUE
2018-6013,2019-03-01T18:26:37Z,BB32,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.4,76,CH,34917,A3,A3,BB32A3,49,FALSE
20187021,2019-03-24T07:40:12Z,BB32,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.4,76,CH,759442,A4,A4,BB32A4,1,TRUE
2015-6011,2019-03-24T08:19:28Z,BB32,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.4,76,CH,761374,A4,A4,BB32A4,88,FALSE
2017-6005,2019-03-25T05:22:29Z,BB32,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.4,76,CH,807573,A5,A5,BB32A5,1,TRUE
18031,2019-03-25T05:32:41Z,BB32,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.4,76,CH,808031,A5,A5,BB32A5,72,FALSE
156008,2019-03-30T07:25:41Z,BB32,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.4,76,CH,1108839,A6,A6,BB32A6,1,TRUE
156008,2019-03-30T07:29:52Z,BB32,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.4,76,CH,1108981,A6,A6,BB32A6,30,FALSE
sm18-7023,2019-03-31T21:53:34Z,BB32,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,76,CH,1178894,A11,A11,BB32A11,1,TRUE
am18-6002,2019-03-31T21:55:06Z,BB32,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.4,76,CH,1178941,A11,A11,BB32A11,8,FALSE
2015-6006,2019-03-31T22:14:33Z,BB32,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.4,76,CH,1179599,B1b,B1,BB32B1b,1,TRUE
2017-6012,2019-03-31T22:16:04Z,BB32,OR_HOR_4_J,158.12,158.12,2019UP,NA,37.89,-121.33,4.4,76,CH,1179646,B1b,B1,BB32B1b,6,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB34,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.1,83,NA,NA,REL,REL,BB34REL,1,FALSE
156014,2019-02-28T18:12:59Z,BB34,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,83,GS,275,A1,A1,BB34A1,1,TRUE
156014,2019-02-28T18:20:41Z,BB34,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,83,GS,3123,A1,A1,BB34A1,39,FALSE
2017-6013,2019-03-16T07:54:03Z,BB34,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,6.1,83,GS,262913,A3,A3,BB34A3,1,TRUE
2018-6013,2019-03-17T14:10:01Z,BB34,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,6.1,83,GS,353035,A3,A3,BB34A3,123,FALSE
20187021,2019-03-17T15:07:59Z,BB34,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,6.1,83,GS,356374,A4,A4,BB34A4,1,TRUE
20187021,2019-03-17T15:20:37Z,BB34,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,6.1,83,GS,357118,A4,A4,BB34A4,45,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB3A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.41,77,NA,NA,REL,REL,BB3AREL,1,FALSE
156014,2019-02-28T18:43:15Z,BB3A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.41,77,CH,7095,A1,A1,BB3AA1,1,TRUE
156014,2019-02-28T22:15:28Z,BB3A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.41,77,CH,12489,A1,A1,BB3AA1,85,FALSE
2017-6013,2019-03-14T11:31:12Z,BB3A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.41,77,CH,190755,A3,A3,BB3AA3,1,TRUE
2017-6013,2019-03-16T18:14:48Z,BB3A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.41,77,CH,290118,A3,A3,BB3AA3,70,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB42,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.22,79,NA,NA,REL,REL,BB42REL,1,FALSE
2017-6031,2019-02-28T18:27:14Z,BB42,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.22,79,CH,5353,A1,A1,BB42A1,1,TRUE
2017-6031,2019-02-28T18:28:24Z,BB42,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.22,79,CH,5582,A1,A1,BB42A1,10,FALSE
2017-6032,2019-03-21T11:07:05Z,BB42,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5.22,79,CH,596449,A2,A2,BB42A2,1,TRUE
2017-6032,2019-03-21T11:08:06Z,BB42,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5.22,79,CH,596517,A2,A2,BB42A2,4,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB44,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.12,80,NA,NA,REL,REL,BB44REL,1,FALSE
156014,2019-02-28T18:22:10Z,BB44,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.12,80,CH,3808,A1,A1,BB44A1,1,TRUE
156014,2019-02-28T18:25:38Z,BB44,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.12,80,CH,4988,A1,A1,BB44A1,20,FALSE
2017-6013,2019-03-15T07:13:27Z,BB44,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.12,80,CH,226692,A3,A3,BB44A3,1,TRUE
2018-6013,2019-03-21T11:20:23Z,BB44,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.12,80,CH,597339,A3,A3,BB44A3,357,FALSE
20187021,2019-03-21T13:12:44Z,BB44,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.12,80,CH,603364,A4,A4,BB44A4,1,TRUE
2015-6011,2019-03-21T14:04:00Z,BB44,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.12,80,CH,606090,A4,A4,BB44A4,146,FALSE
2017-6005,2019-03-21T22:32:08Z,BB44,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.12,80,CH,621019,A5,A5,BB44A5,1,TRUE
18031,2019-03-21T22:47:21Z,BB44,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,5.12,80,CH,621368,A5,A5,BB44A5,107,FALSE
2017-6030,2019-03-22T20:36:03Z,BB44,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.12,80,CH,676669,A6,A6,BB44A6,1,TRUE
156008,2019-03-22T20:41:08Z,BB44,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.12,80,CH,676897,A6,A6,BB44A6,37,FALSE
Upstream_Release,2019-02-28T16:58:00Z,BB45,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.77,83,NA,NA,REL,REL,BB45REL,1,FALSE
156014,2019-02-28T19:32:22Z,BB45,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.77,83,CH,8986,A1,A1,BB45A1,1,TRUE
156014,2019-02-28T19:35:18Z,BB45,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.77,83,CH,9067,A1,A1,BB45A1,11,FALSE
2017-6013,2019-03-01T16:17:31Z,BB45,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.77,83,CH,33328,A3,A3,BB45A3,1,TRUE
2018-6013,2019-03-01T16:27:33Z,BB45,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.77,83,CH,33620,A3,A3,BB45A3,46,FALSE
